ILYR	IROW	ICOL	SHEAD
1	5	71 	65.8112463
1	5	72 	65.44258349
1	5	73 	65.08653828
1	5	74 	64.74681235
1	5	75 	64.42486757
1	5	76 	64.13318929
1	5	77 	63.88914453
1	5	78 	63.68013924
1	5	79 	63.45629265
1	5	80 	63.16678926
1	6	1 	75.24044879
1	6	2 	74.79987267
1	6	3 	74.39606296
1	6	4 	74.01340576
1	6	5 	73.63587699
1	6	6 	73.25154743
1	6	7 	72.85412695
1	6	8 	72.44251305
1	6	9 	72.01969714
1	6	10 	71.59157067
1	6	11 	71.16616208
1	6	12 	70.75419375
1	6	13 	70.3708535
1	6	14 	70.03710943
1	6	15 	69.77577574
1	6	16 	69.59565106
1	6	17 	69.48970306
1	6	18 	69.44999198
1	6	19 	69.47118664
1	6	20 	69.54944409
1	6	21 	69.68199205
1	6	22 	69.86640079
1	6	23 	70.09810897
1	6	24 	70.36679896
1	6	25 	70.65606811
1	6	26 	70.94680776
1	6	27 	71.21721325
1	6	28 	71.43875135
1	6	29 	71.57688672
1	6	30 	71.60777619
1	6	31 	71.53486385
1	6	32 	71.37784
1	6	33 	71.15422647
1	6	34 	70.87428435
1	6	35 	70.54274871
1	6	36 	70.16077405
1	6	37 	69.73186763
1	6	38 	69.27113154
1	6	39 	68.79784871
1	6	40 	68.32574635
1	6	41 	67.86309764
1	6	42 	67.41549635
1	6	43 	66.98808532
1	6	44 	66.58736132
1	6	45 	66.2225225
1	6	46 	65.90519724
1	6	47 	65.64721196
1	6	48 	65.45752895
1	6	49 	65.33996545
1	6	50 	65.29331096
1	6	51 	65.31346732
1	6	52 	65.39476033
1	6	53 	65.52904151
1	6	54 	65.70446499
1	6	55 	65.90631903
1	6	56 	66.11929085
1	6	57 	66.32870916
1	6	58 	66.52045863
1	6	59 	66.68105056
1	6	60 	66.79870943
1	6	61 	66.86470134
1	6	62 	66.87328687
1	6	63 	66.8204305
1	6	64 	66.70300425
1	6	65 	66.5192985
1	6	66 	66.27010185
1	6	67 	65.95883605
1	6	68 	65.59059711
1	6	69 	65.17204914
1	6	70 	64.71367104
1	6	71 	64.23266355
1	6	72 	63.75028636
1	6	73 	63.28036945
1	6	74 	62.82397771
1	6	75 	62.38219842
1	6	76 	61.97392412
1	6	77 	61.63182225
1	6	78 	61.34297997
1	6	79 	61.0490583
1	6	80 	60.71994731
1	7	1 	76.71102142
1	7	2 	76.21284155
1	7	3 	75.72076452
1	7	4 	75.23450886
1	7	5 	74.74586071
1	7	6 	74.24547484
1	7	7 	73.72820268
1	7	8 	73.19482253
1	7	9 	72.65114752
1	7	10 	72.10625872
1	7	11 	71.57133693
1	7	12 	71.059708
1	7	13 	70.58805028
1	7	14 	70.17896772
1	7	15 	69.85971807
1	7	16 	69.63951498
1	7	17 	69.50640194
1	7	18 	69.44970741
1	7	19 	69.46234966
1	7	20 	69.53917934
1	7	21 	69.67742235
1	7	22 	69.87665871
1	7	23 	70.13429506
1	7	24 	70.43782078
1	7	25 	70.7652784
1	7	26 	71.09202727
1	7	27 	71.39194689
1	7	28 	71.63291232
1	7	29 	71.77548219
1	7	30 	71.79434465
1	7	31 	71.69976266
1	7	32 	71.51430056
1	7	33 	71.25405032
1	7	34 	70.92808558
1	7	35 	70.54042344
1	7	36 	70.09042388
1	7	37 	69.57878169
1	7	38 	69.0221612
1	7	39 	68.44285502
1	7	40 	67.85729967
1	7	41 	67.27733843
1	7	42 	66.71248304
1	7	43 	66.17148046
1	7	44 	65.66353191
1	7	45 	65.19939135
1	7	46 	64.79230093
1	7	47 	64.45810387
1	7	48 	64.21244638
1	7	49 	64.06382247
1	7	50 	64.00878329
1	7	51 	64.03679703
1	7	52 	64.13807172
1	7	53 	64.30427005
1	7	54 	64.52329204
1	7	55 	64.77658658
1	7	56 	65.0425369
1	7	57 	65.30073762
1	7	58 	65.53352953
1	7	59 	65.72595941
1	7	60 	65.86564038
1	7	61 	65.94265997
1	7	62 	65.94927247
1	7	63 	65.87957469
1	7	64 	65.72959574
1	7	65 	65.49775221
1	7	66 	65.1851473
1	7	67 	64.79537861
1	7	68 	64.33425485
1	7	69 	63.8102828
1	7	70 	63.23670572
1	7	71 	62.6353239
1	7	72 	62.0363236
1	7	73 	61.45856567
1	7	74 	60.89750201
1	7	75 	60.35114416
1	7	76 	59.84203113
1	7	77 	59.41374092
1	7	78 	59.05830297
1	7	79 	58.71903562
1	7	80 	58.37665655
1	8	1 	78.1715552
1	8	2 	77.61968268
1	8	3 	77.04987577
1	8	4 	76.47312859
1	8	5 	75.88391696
1	8	6 	75.27297712
1	8	7 	74.63629404
1	8	8 	73.97812399
1	8	9 	73.30904032
1	8	10 	72.64264035
1	8	11 	71.99380789
1	8	12 	71.37888881
1	8	13 	70.81710212
1	8	14 	70.33251904
1	8	15 	69.95100702
1	8	16 	69.6822051
1	8	17 	69.5163345
1	8	18 	69.44077938
1	8	19 	69.44488492
1	8	20 	69.52036869
1	8	21 	69.6630453
1	8	22 	69.87507301
1	8	23 	70.15912155
1	8	24 	70.49972012
1	8	25 	70.86576023
1	8	26 	71.22702257
1	8	27 	71.55517746
1	8	28 	71.81683579
1	8	29 	71.96699607
1	8	30 	71.97518507
1	8	31 	71.85986366
1	8	32 	71.64723932
1	8	33 	71.35140367
1	8	34 	70.97903303
1	8	35 	70.53208036
1	8	36 	70.00931535
1	8	37 	69.41329025
1	8	38 	68.76080098
1	8	39 	68.07499283
1	8	40 	67.37536835
1	8	41 	66.67754333
1	8	42 	65.99487438
1	8	43 	65.33952906
1	8	44 	64.72307437
1	8	45 	64.15730844
1	8	46 	63.6564976
1	8	47 	63.24102182
1	8	48 	62.93685023
1	8	49 	62.7603935
1	8	50 	62.70224298
1	8	51 	62.74029127
1	8	52 	62.86106503
1	8	53 	63.06042228
1	8	54 	63.32815224
1	8	55 	63.639339
1	8	56 	63.96369319
1	8	57 	64.27493297
1	8	58 	64.55233394
1	8	59 	64.77962727
1	8	60 	64.94380915
1	8	61 	65.03397283
1	8	62 	65.04056616
1	8	63 	64.95565643
1	8	64 	64.7740298
1	8	65 	64.49411436
1	8	66 	64.11784619
1	8	67 	63.64984189
1	8	68 	63.0971777
1	8	69 	62.47020389
1	8	70 	61.78421917
1	8	71 	61.06429133
1	8	72 	60.35058388
1	8	73 	59.67024455
1	8	74 	59.01434924
1	8	75 	58.38231466
1	8	76 	57.79840231
1	8	77 	57.29614986
1	8	78 	56.87272463
1	8	79 	56.49364046
1	8	80 	56.14500302
1	9	1 	79.57286527
1	9	2 	78.97903713
1	9	3 	78.35075204
1	9	4 	77.70344966
1	9	5 	77.02968598
1	9	6 	76.31733227
1	9	7 	75.56332639
1	9	8 	74.77815942
1	9	9 	73.98015327
1	9	10 	73.18879404
1	9	11 	72.42275909
1	9	12 	71.70119251
1	9	13 	71.04586388
1	9	14 	70.48212276
1	9	15 	70.03423788
1	9	16 	69.7136031
1	9	17 	69.51440598
1	9	18 	69.42204705
1	9	19 	69.42112702
1	9	20 	69.4992465
1	9	21 	69.64958998
1	9	22 	69.87554181
1	9	23 	70.18650625
1	9	24 	70.56354851
1	9	25 	70.96516718
1	9	26 	71.35634472
1	9	27 	71.70598997
1	9	28 	71.97886
1	9	29 	72.13190551
1	9	30 	72.13795342
1	9	31 	72.0119873
1	9	32 	71.77796004
1	9	33 	71.44947549
1	9	34 	71.03210682
1	9	35 	70.5257889
1	9	36 	69.9285427
1	9	37 	69.24550708
1	9	38 	68.49494544
1	9	39 	67.70122436
1	9	40 	66.88680027
1	9	41 	66.07093641
1	9	42 	65.27089453
1	9	43 	64.50264923
1	9	44 	63.78052367
1	9	45 	63.11681937
1	9	46 	62.52450137
1	9	47 	62.02590541
1	9	48 	61.66142705
1	9	49 	61.46372549
1	9	50 	61.41046307
1	9	51 	61.45914487
1	9	52 	61.59393644
1	9	53 	61.82300301
1	9	54 	62.14274652
1	9	55 	62.51643265
1	9	56 	62.90188441
1	9	57 	63.26764773
1	9	58 	63.59070115
1	9	59 	63.85387728
1	9	60 	64.04412863
1	9	61 	64.1499412
1	9	62 	64.15957644
1	9	63 	64.06202323
1	9	64 	63.85000049
1	9	65 	63.52223106
1	9	66 	63.08268938
1	9	67 	62.53802605
1	9	68 	61.89711285
1	9	69 	61.17323345
1	9	70 	60.38520957
1	9	71 	59.56054014
1	9	72 	58.73939073
1	9	73 	57.95075685
1	9	74 	57.19458612
1	9	75 	56.47809934
1	9	76 	55.82491264
1	9	77 	55.25633844
1	9	78 	54.7708079
1	9	79 	54.35078718
1	9	80 	53.98752417
1	10	1 	80.86881337
1	10	2 	80.25762716
1	10	3 	79.59820838
1	10	4 	78.90448336
1	10	5 	78.16568452
1	10	6 	77.36283543
1	10	7 	76.493052
1	10	8 	75.5783759
1	10	9 	74.64920077
1	10	10 	73.73148887
1	10	11 	72.84660688
1	10	12 	72.01511113
1	10	13 	71.26024242
1	10	14 	70.60953345
1	10	15 	70.0909378
1	10	16 	69.72086102
1	10	17 	69.49448129
1	10	18 	69.39222775
1	10	19 	69.39317911
1	10	20 	69.48178342
1	10	21 	69.64981623
1	10	22 	69.89929792
1	10	23 	70.23683493
1	10	24 	70.64189238
1	10	25 	71.07169055
1	10	26 	71.4877764
1	10	27 	71.85454174
1	10	28 	72.13381728
1	10	29 	72.28759179
1	10	30 	72.2949633
1	10	31 	72.16331982
1	10	32 	71.91124687
1	10	33 	71.55248072
1	10	34 	71.09279843
1	10	35 	70.53036892
1	10	36 	69.85964902
1	10	37 	69.08605286
1	10	38 	68.23309775
1	10	39 	67.3290278
1	10	40 	66.39892623
1	10	41 	65.46509206
1	10	42 	64.54873952
1	10	43 	63.67076929
1	10	44 	62.85020028
1	10	45 	62.10083695
1	10	46 	61.43246669
1	10	47 	60.86409366
1	10	48 	60.44660727
1	10	49 	60.23343065
1	10	50 	60.18576844
1	10	51 	60.24048709
1	10	52 	60.3814941
1	10	53 	60.63284626
1	10	54 	61.00105363
1	10	55 	61.43260094
1	10	56 	61.87428381
1	10	57 	62.2912533
1	10	58 	62.65766853
1	10	59 	62.95511757
1	10	60 	63.17171275
1	10	61 	63.29623659
1	10	62 	63.31373549
1	10	63 	63.20754987
1	10	64 	62.96634396
1	10	65 	62.58980089
1	10	66 	62.08654378
1	10	67 	61.46695365
1	10	68 	60.74151679
1	10	69 	59.92728192
1	10	70 	59.04740806
1	10	71 	58.12953912
1	10	72 	57.20618719
1	10	73 	56.30353072
1	10	74 	55.43634335
1	10	75 	54.62466624
1	10	76 	53.89608021
1	10	77 	53.26613722
1	10	78 	52.72875861
1	10	79 	52.2703694
1	10	80 	51.88664477
1	11	1 	82.07689296
1	11	2 	81.45725929
1	11	3 	80.78104057
1	11	4 	80.05739399
1	11	5 	79.27092909
1	11	6 	78.3878645
1	11	7 	77.40221091
1	11	8 	76.35694297
1	11	9 	75.29848592
1	11	10 	74.25750111
1	11	11 	73.25588594
1	11	12 	72.31391838
1	11	13 	71.45498131
1	11	14 	70.7095505
1	11	15 	70.1153254
1	11	16 	69.70013677
1	11	17 	69.4563348
1	11	18 	69.35277348
1	11	19 	69.36206211
1	11	20 	69.46746273
1	11	21 	69.66098705
1	11	22 	69.94132601
1	11	23 	70.30565493
1	11	24 	70.73323875
1	11	25 	71.18709825
1	11	26 	71.62771476
1	11	27 	72.01509443
1	11	28 	72.30690019
1	11	29 	72.46449897
1	11	30 	72.46878756
1	11	31 	72.32597718
1	11	32 	72.0529826
1	11	33 	71.66312723
1	11	34 	71.16177775
1	11	35 	70.545243
1	11	36 	69.8021986
1	11	37 	68.93642494
1	11	38 	67.97940301
1	11	39 	66.96435021
1	11	40 	65.91884612
1	11	41 	64.86792602
1	11	42 	63.83673886
1	11	43 	62.85263081
1	11	44 	61.94337277
1	11	45 	61.12786718
1	11	46 	60.41287331
1	11	47 	59.81186903
1	11	48 	59.37036281
1	11	49 	59.13611122
1	11	50 	59.07420681
1	11	51 	59.12572751
1	11	52 	59.27455719
1	11	53 	59.54400673
1	11	54 	59.93970716
1	11	55 	60.40665531
1	11	56 	60.88966011
1	11	57 	61.34973935
1	11	58 	61.75415807
1	11	59 	62.08122291
1	11	60 	62.32292554
1	11	61 	62.47029114
1	11	62 	62.5034597
1	11	63 	62.39517374
1	11	64 	62.12554675
1	11	65 	61.69648175
1	11	66 	61.12626126
1	11	67 	60.43227242
1	11	68 	59.62644092
1	11	69 	58.72844726
1	11	70 	57.76341368
1	11	71 	56.75622848
1	11	72 	55.7328217
1	11	73 	54.71768617
1	11	74 	53.73491111
1	11	75 	52.81805879
1	11	76 	52.0085489
1	11	77 	51.32197725
1	11	78 	50.74133273
1	11	79 	50.2504032
1	11	80 	49.84776352
1	12	1 	83.23393506
1	12	2 	82.59533395
1	12	3 	81.89453158
1	12	4 	81.137272
1	12	5 	80.30546637
1	12	6 	79.34763219
1	12	7 	78.2513406
1	12	8 	77.08551687
1	12	9 	75.90955685
1	12	10 	74.75554398
1	12	11 	73.64503887
1	12	12 	72.59790071
1	12	13 	71.63706548
1	12	14 	70.79481182
1	12	15 	70.12156061
1	12	16 	69.66567557
1	12	17 	69.41194649
1	12	18 	69.31053031
1	12	19 	69.32879454
1	12	20 	69.45060302
1	12	21 	69.66845951
1	12	22 	69.97807296
1	12	23 	70.3705159
1	12	24 	70.82411545
1	12	25 	71.3052769
1	12	26 	71.77509701
1	12	27 	72.19133871
1	12	28 	72.50610382
1	12	29 	72.67165717
1	12	30 	72.66660316
1	12	31 	72.50426793
1	12	32 	72.20530826
1	12	33 	71.78182282
1	12	34 	71.23632087
1	12	35 	70.56211941
1	12	36 	69.74616013
1	12	37 	68.79267905
1	12	38 	67.73558852
1	12	39 	66.61199061
1	12	40 	65.453406
1	12	41 	64.28825934
1	12	42 	63.14519857
1	12	43 	62.05823464
1	12	44 	61.06891245
1	12	45 	60.20644813
1	12	46 	59.47124233
1	12	47 	58.867028
1	12	48 	58.42226597
1	12	49 	58.16293774
1	12	50 	58.07192534
1	12	51 	58.11358676
1	12	52 	58.27290968
1	12	53 	58.55613312
1	12	54 	58.95668902
1	12	55 	59.43382946
1	12	56 	59.93988714
1	12	57 	60.43229172
1	12	58 	60.86739264
1	12	59 	61.21734073
1	12	60 	61.482375
1	12	61 	61.65786197
1	12	62 	61.71787247
1	12	63 	61.61780375
1	12	64 	61.32010191
1	12	65 	60.83191252
1	12	66 	60.18968825
1	12	67 	59.42137389
1	12	68 	58.54210339
1	12	69 	57.57000388
1	12	70 	56.52701562
1	12	71 	55.43451324
1	12	72 	54.31506639
1	12	73 	53.19347847
1	12	74 	52.09932682
1	12	75 	51.07617336
1	12	76 	50.18287658
1	12	77 	49.43862567
1	12	78 	48.81471101
1	12	79 	48.29369896
1	12	80 	47.87609095
1	13	1 	84.35793489
1	13	2 	83.68363535
1	13	3 	82.93680332
1	13	4 	82.12033974
1	13	5 	81.21660165
1	13	6 	80.17839312
1	13	7 	78.99688586
1	13	8 	77.74043558
1	13	9 	76.46962544
1	13	10 	75.21888984
1	13	11 	74.01216202
1	13	12 	72.87146087
1	13	13 	71.82155249
1	13	14 	70.89679638
1	13	15 	70.15473659
1	13	16 	69.65745443
1	13	17 	69.38464327
1	13	18 	69.27560716
1	13	19 	69.29517427
1	13	20 	69.42667606
1	13	21 	69.66222904
1	13	22 	69.99656576
1	13	23 	70.41841998
1	13	24 	70.90368597
1	13	25 	71.4176678
1	13	26 	71.92117297
1	13	27 	72.37159546
1	13	28 	72.7167147
1	13	29 	72.89372441
1	13	30 	72.87580488
1	13	31 	72.69089741
1	13	32 	72.36531275
1	13	33 	71.90875085
1	13	34 	71.31934086
1	13	35 	70.58636496
1	13	36 	69.69788564
1	13	37 	68.66035464
1	13	38 	67.50626443
1	13	39 	66.27655976
1	13	40 	65.00858668
1	13	41 	63.7353141
1	13	42 	62.4886164
1	13	43 	61.30685239
1	13	44 	60.24487558
1	13	45 	59.34429785
1	13	46 	58.5940097
1	13	47 	57.98538501
1	13	48 	57.53293771
1	13	49 	57.25071387
1	13	50 	57.13324187
1	13	51 	57.16278435
1	13	52 	57.32583007
1	13	53 	57.61449025
1	13	54 	58.01273649
1	13	55 	58.48844649
1	13	56 	59.00204532
1	13	57 	59.51122353
1	13	58 	59.96656935
1	13	59 	60.33609614
1	13	60 	60.62497459
1	13	61 	60.83134492
1	13	62 	60.92618666
1	13	63 	60.84545368
1	13	64 	60.52127631
1	13	65 	59.971976
1	13	66 	59.26171549
1	13	67 	58.42749007
1	13	68 	57.48573391
1	13	69 	56.45045048
1	13	70 	55.33791492
1	13	71 	54.16595869
1	13	72 	52.95617582
1	13	73 	51.73665621
1	13	74 	50.54398218
1	13	75 	49.42840123
1	13	76 	48.45059722
1	13	77 	47.63274659
1	13	78 	46.95216246
1	13	79 	46.39370897
1	13	80 	45.95713808
1	14	1 	85.45882515
1	14	2 	84.73303402
1	14	3 	83.91834117
1	14	4 	83.01643688
1	14	5 	82.0150244
1	14	6 	80.89015055
1	14	7 	79.6443201
1	14	8 	78.32371709
1	14	9 	76.97900632
1	14	10 	75.6471494
1	14	11 	74.35698306
1	14	12 	73.13575284
1	14	13 	72.01393107
1	14	14 	71.03123795
1	14	15 	70.24303213
1	14	16 	69.69834104
1	14	17 	69.38426912
1	14	18 	69.2511624
1	14	19 	69.26173032
1	14	20 	69.39473831
1	14	21 	69.6401481
1	14	22 	69.9942812
1	14	23 	70.44690652
1	14	24 	70.96883219
1	14	25 	71.51926655
1	14	26 	72.0561595
1	14	27 	72.53561729
1	14	28 	72.90340799
1	14	29 	73.09131945
1	14	30 	73.07022997
1	14	31 	72.87288768
1	14	32 	72.52755991
1	14	33 	72.04364211
1	14	34 	71.41733588
1	14	35 	70.63370551
