ILYR	IROW	ICOL	CELLBOT
1	5	33	51.0503818
1	5	34	50.81719634
1	5	35	50.54076931
1	5	36	50.22411352
1	5	37	49.8741794
1	5	38	49.50568422
1	5	39	49.135776
1	5	40	48.77530597
1	5	41	48.42825578
1	5	42	48.09588177
1	5	43	47.77914301
1	5	44	47.48101655
1	5	45	47.20924502
1	5	46	46.97521816
1	5	47	46.78856381
1	5	48	46.65298303
1	5	49	46.56733469
1	5	50	46.53070073
1	5	51	46.5443841
1	5	52	46.60784822
1	5	53	46.71453694
1	5	54	46.85244801
1	5	55	47.00898205
1	5	56	47.1744339
1	5	57	47.34027773
1	5	58	47.49617168
1	5	59	47.62950848
1	5	60	47.72818908
1	5	61	47.78471113
1	5	62	47.79627534
1	5	63	47.76116754
1	5	64	47.67669849
1	5	65	47.5402998
1	5	66	47.35254301
1	5	67	47.11780455
1	5	68	46.84110348
1	5	69	46.52621122
1	5	70	46.17864827
1	5	71	45.8112463
1	5	72	45.44258349
1	5	73	45.08653828
1	5	74	44.74681235
1	5	75	44.42486757
1	5	76	44.13318929
1	5	77	43.88914453
1	5	78	43.68013924
1	5	79	43.45629265
1	5	80	43.16678926
1	6	1	55.24044879
1	6	2	54.79987267
1	6	3	54.39606296
1	6	4	54.01340576
1	6	5	53.63587699
1	6	6	53.25154743
1	6	7	52.85412695
1	6	8	52.44251305
1	6	9	52.01969714
1	6	10	51.59157067
1	6	11	51.16616208
1	6	12	50.75419375
1	6	13	50.3708535
1	6	14	50.03710943
1	6	15	49.77577574
1	6	16	49.59565106
1	6	17	49.48970306
1	6	18	49.44999198
1	6	19	49.47118664
1	6	20	49.54944409
1	6	21	49.68199205
1	6	22	49.86640079
1	6	23	50.09810897
1	6	24	50.36679896
1	6	25	50.65606811
1	6	26	50.94680776
1	6	27	51.21721325
1	6	28	51.43875135
1	6	29	51.57688672
1	6	30	51.60777619
1	6	31	51.53486385
1	6	32	51.37784
1	6	33	51.15422647
1	6	34	50.87428435
1	6	35	50.54274871
1	6	36	50.16077405
1	6	37	49.73186763
1	6	38	49.27113154
1	6	39	48.79784871
1	6	40	48.32574635
1	6	41	47.86309764
1	6	42	47.41549635
1	6	43	46.98808532
1	6	44	46.58736132
1	6	45	46.2225225
1	6	46	45.90519724
1	6	47	45.64721196
1	6	48	45.45752895
1	6	49	45.33996545
1	6	50	45.29331096
1	6	51	45.31346732
1	6	52	45.39476033
1	6	53	45.52904151
1	6	54	45.70446499
1	6	55	45.90631903
1	6	56	46.11929085
1	6	57	46.32870916
1	6	58	46.52045863
1	6	59	46.68105056
1	6	60	46.79870943
1	6	61	46.86470134
1	6	62	46.87328687
1	6	63	46.8204305
1	6	64	46.70300425
1	6	65	46.5192985
1	6	66	46.27010185
1	6	67	45.95883605
1	6	68	45.59059711
1	6	69	45.17204914
1	6	70	44.71367104
1	6	71	44.23266355
1	6	72	43.75028636
1	6	73	43.28036945
1	6	74	42.82397771
1	6	75	42.38219842
1	6	76	41.97392412
1	6	77	41.63182225
1	6	78	41.34297997
1	6	79	41.0490583
1	6	80	40.71994731
1	7	1	56.71102142
1	7	2	56.21284155
1	7	3	55.72076452
1	7	4	55.23450886
1	7	5	54.74586071
1	7	6	54.24547484
1	7	7	53.72820268
1	7	8	53.19482253
1	7	9	52.65114752
1	7	10	52.10625872
1	7	11	51.57133693
1	7	12	51.059708
1	7	13	50.58805028
1	7	14	50.17896772
1	7	15	49.85971807
1	7	16	49.63951498
1	7	17	49.50640194
1	7	18	49.44970741
1	7	19	49.46234966
1	7	20	49.53917934
1	7	21	49.67742235
1	7	22	49.87665871
1	7	23	50.13429506
1	7	24	50.43782078
1	7	25	50.7652784
1	7	26	51.09202727
1	7	27	51.39194689
1	7	28	51.63291232
1	7	29	51.77548219
1	7	30	51.79434465
1	7	31	51.69976266
1	7	32	51.51430056
1	7	33	51.25405032
1	7	34	50.92808558
1	7	35	50.54042344
1	7	36	50.09042388
1	7	37	49.57878169
1	7	38	49.0221612
1	7	39	48.44285502
1	7	40	47.85729967
1	7	41	47.27733843
1	7	42	46.71248304
1	7	43	46.17148046
1	7	44	45.66353191
1	7	45	45.19939135
1	7	46	44.79230093
1	7	47	44.45810387
1	7	48	44.21244638
1	7	49	44.06382247
1	7	50	44.00878329
1	7	51	44.03679703
1	7	52	44.13807172
1	7	53	44.30427005
1	7	54	44.52329204
1	7	55	44.77658658
1	7	56	45.0425369
1	7	57	45.30073762
1	7	58	45.53352953
1	7	59	45.72595941
1	7	60	45.86564038
1	7	61	45.94265997
1	7	62	45.94927247
1	7	63	45.87957469
1	7	64	45.72959574
1	7	65	45.49775221
1	7	66	45.1851473
1	7	67	44.79537861
1	7	68	44.33425485
1	7	69	43.8102828
1	7	70	43.23670572
1	7	71	42.6353239
1	7	72	42.0363236
1	7	73	41.45856567
1	7	74	40.89750201
1	7	75	40.35114416
1	7	76	39.84203113
1	7	77	39.41374092
1	7	78	39.05830297
1	7	79	38.71903562
1	7	80	38.37665655
1	8	1	58.1715552
1	8	2	57.61968268
1	8	3	57.04987577
1	8	4	56.47312859
1	8	5	55.88391696
1	8	6	55.27297712
1	8	7	54.63629404
1	8	8	53.97812399
1	8	9	53.30904032
1	8	10	52.64264035
1	8	11	51.99380789
1	8	12	51.37888881
1	8	13	50.81710212
1	8	14	50.33251904
1	8	15	49.95100702
1	8	16	49.6822051
1	8	17	49.5163345
1	8	18	49.44077938
1	8	19	49.44488492
1	8	20	49.52036869
1	8	21	49.6630453
1	8	22	49.87507301
1	8	23	50.15912155
1	8	24	50.49972012
1	8	25	50.86576023
1	8	26	51.22702257
1	8	27	51.55517746
1	8	28	51.81683579
1	8	29	51.96699607
1	8	30	51.97518507
1	8	31	51.85986366
1	8	32	51.64723932
1	8	33	51.35140367
1	8	34	50.97903303
1	8	35	50.53208036
1	8	36	50.00931535
1	8	37	49.41329025
1	8	38	48.76080098
1	8	39	48.07499283
1	8	40	47.37536835
1	8	41	46.67754333
1	8	42	45.99487438
1	8	43	45.33952906
1	8	44	44.72307437
1	8	45	44.15730844
1	8	46	43.6564976
1	8	47	43.24102182
1	8	48	42.93685023
1	8	49	42.7603935
1	8	50	42.70224298
1	8	51	42.74029127
1	8	52	42.86106503
1	8	53	43.06042228
1	8	54	43.32815224
1	8	55	43.639339
1	8	56	43.96369319
1	8	57	44.27493297
1	8	58	44.55233394
1	8	59	44.77962727
1	8	60	44.94380915
1	8	61	45.03397283
1	8	62	45.04056616
1	8	63	44.95565643
1	8	64	44.7740298
1	8	65	44.49411436
1	8	66	44.11784619
1	8	67	43.64984189
1	8	68	43.0971777
1	8	69	42.47020389
1	8	70	41.78421917
1	8	71	41.06429133
1	8	72	40.35058388
1	8	73	39.67024455
1	8	74	39.01434924
1	8	75	38.38231466
1	8	76	37.79840231
1	8	77	37.29614986
1	8	78	36.87272463
1	8	79	36.49364046
1	8	80	36.14500302
1	9	1	59.57286527
1	9	2	58.97903713
1	9	3	58.35075204
1	9	4	57.70344966
1	9	5	57.02968598
1	9	6	56.31733227
1	9	7	55.56332639
1	9	8	54.77815942
1	9	9	53.98015327
1	9	10	53.18879404
1	9	11	52.42275909
1	9	12	51.70119251
1	9	13	51.04586388
1	9	14	50.48212276
1	9	15	50.03423788
1	9	16	49.7136031
1	9	17	49.51440598
1	9	18	49.42204705
1	9	19	49.42112702
1	9	20	49.4992465
1	9	21	49.64958998
1	9	22	49.87554181
1	9	23	50.18650625
1	9	24	50.56354851
1	9	25	50.96516718
1	9	26	51.35634472
1	9	27	51.70598997
1	9	28	51.97886
1	9	29	52.13190551
1	9	30	52.13795342
1	9	31	52.0119873
1	9	32	51.77796004
1	9	33	51.44947549
1	9	34	51.03210682
1	9	35	50.5257889
1	9	36	49.9285427
1	9	37	49.24550708
1	9	38	48.49494544
1	9	39	47.70122436
1	9	40	46.88680027
1	9	41	46.07093641
1	9	42	45.27089453
1	9	43	44.50264923
1	9	44	43.78052367
1	9	45	43.11681937
1	9	46	42.52450137
1	9	47	42.02590541
1	9	48	41.66142705
1	9	49	41.46372549
1	9	50	41.41046307
1	9	51	41.45914487
1	9	52	41.59393644
1	9	53	41.82300301
1	9	54	42.14274652
1	9	55	42.51643265
1	9	56	42.90188441
1	9	57	43.26764773
1	9	58	43.59070115
1	9	59	43.85387728
1	9	60	44.04412863
1	9	61	44.1499412
1	9	62	44.15957644
1	9	63	44.06202323
1	9	64	43.85000049
1	9	65	43.52223106
1	9	66	43.08268938
1	9	67	42.53802605
1	9	68	41.89711285
1	9	69	41.17323345
1	9	70	40.38520957
1	9	71	39.56054014
1	9	72	38.73939073
1	9	73	37.95075685
1	9	74	37.19458612
1	9	75	36.47809934
1	9	76	35.82491264
1	9	77	35.25633844
1	9	78	34.7708079
1	9	79	34.35078718
1	9	80	33.98752417
1	10	1	60.86881337
1	10	2	60.25762716
1	10	3	59.59820838
1	10	4	58.90448336
1	10	5	58.16568452
1	10	6	57.36283543
1	10	7	56.493052
1	10	8	55.5783759
1	10	9	54.64920077
1	10	10	53.73148887
1	10	11	52.84660688
1	10	12	52.01511113
1	10	13	51.26024242
1	10	14	50.60953345
1	10	15	50.0909378
1	10	16	49.72086102
1	10	17	49.49448129
1	10	18	49.39222775
1	10	19	49.39317911
1	10	20	49.48178342
1	10	21	49.64981623
1	10	22	49.89929792
1	10	23	50.23683493
1	10	24	50.64189238
1	10	25	51.07169055
1	10	26	51.4877764
1	10	27	51.85454174
1	10	28	52.13381728
1	10	29	52.28759179
1	10	30	52.2949633
1	10	31	52.16331982
1	10	32	51.91124687
1	10	33	51.55248072
1	10	34	51.09279843
1	10	35	50.53036892
1	10	36	49.85964902
1	10	37	49.08605286
1	10	38	48.23309775
1	10	39	47.3290278
1	10	40	46.39892623
1	10	41	45.46509206
1	10	42	44.54873952
1	10	43	43.67076929
1	10	44	42.85020028
1	10	45	42.10083695
1	10	46	41.43246669
1	10	47	40.86409366
1	10	48	40.44660727
1	10	49	40.23343065
1	10	50	40.18576844
1	10	51	40.24048709
1	10	52	40.3814941
1	10	53	40.63284626
1	10	54	41.00105363
1	10	55	41.43260094
1	10	56	41.87428381
1	10	57	42.2912533
1	10	58	42.65766853
1	10	59	42.95511757
1	10	60	43.17171275
1	10	61	43.29623659
1	10	62	43.31373549
1	10	63	43.20754987
1	10	64	42.96634396
1	10	65	42.58980089
1	10	66	42.08654378
1	10	67	41.46695365
1	10	68	40.74151679
1	10	69	39.92728192
1	10	70	39.04740806
1	10	71	38.12953912
1	10	72	37.20618719
1	10	73	36.30353072
1	10	74	35.43634335
1	10	75	34.62466624
1	10	76	33.89608021
1	10	77	33.26613722
1	10	78	32.72875861
1	10	79	32.2703694
1	10	80	31.88664477
1	11	1	62.07689296
1	11	2	61.45725929
1	11	3	60.78104057
1	11	4	60.05739399
1	11	5	59.27092909
1	11	6	58.3878645
1	11	7	57.40221091
1	11	8	56.35694297
1	11	9	55.29848592
1	11	10	54.25750111
1	11	11	53.25588594
1	11	12	52.31391838
1	11	13	51.45498131
1	11	14	50.7095505
1	11	15	50.1153254
1	11	16	49.70013677
1	11	17	49.4563348
1	11	18	49.35277348
1	11	19	49.36206211
1	11	20	49.46746273
1	11	21	49.66098705
1	11	22	49.94132601
1	11	23	50.30565493
1	11	24	50.73323875
1	11	25	51.18709825
1	11	26	51.62771476
1	11	27	52.01509443
1	11	28	52.30690019
1	11	29	52.46449897
1	11	30	52.46878756
1	11	31	52.32597718
1	11	32	52.0529826
1	11	33	51.66312723
1	11	34	51.16177775
1	11	35	50.545243
1	11	36	49.8021986
1	11	37	48.93642494
1	11	38	47.97940301
1	11	39	46.96435021
1	11	40	45.91884612
1	11	41	44.86792602
1	11	42	43.83673886
1	11	43	42.85263081
1	11	44	41.94337277
1	11	45	41.12786718
1	11	46	40.41287331
1	11	47	39.81186903
1	11	48	39.37036281
1	11	49	39.13611122
1	11	50	39.07420681
1	11	51	39.12572751
1	11	52	39.27455719
1	11	53	39.54400673
1	11	54	39.93970716
1	11	55	40.40665531
1	11	56	40.88966011
1	11	57	41.34973935
1	11	58	41.75415807
1	11	59	42.08122291
1	11	60	42.32292554
1	11	61	42.47029114
1	11	62	42.5034597
1	11	63	42.39517374
1	11	64	42.12554675
1	11	65	41.69648175
1	11	66	41.12626126
1	11	67	40.43227242
1	11	68	39.62644092
1	11	69	38.72844726
1	11	70	37.76341368
1	11	71	36.75622848
1	11	72	35.7328217
1	11	73	34.71768617
1	11	74	33.73491111
1	11	75	32.81805879
1	11	76	32.0085489
1	11	77	31.32197725
1	11	78	30.74133273
1	11	79	30.2504032
1	11	80	29.84776352
1	12	1	63.23393506
1	12	2	62.59533395
1	12	3	61.89453158
1	12	4	61.137272
1	12	5	60.30546637
1	12	6	59.34763219
1	12	7	58.2513406
1	12	8	57.08551687
1	12	9	55.90955685
1	12	10	54.75554398
1	12	11	53.64503887
1	12	12	52.59790071
1	12	13	51.63706548
1	12	14	50.79481182
1	12	15	50.12156061
1	12	16	49.66567557
1	12	17	49.41194649
1	12	18	49.31053031
1	12	19	49.32879454
1	12	20	49.45060302
1	12	21	49.66845951
1	12	22	49.97807296
1	12	23	50.3705159
1	12	24	50.82411545
1	12	25	51.3052769
1	12	26	51.77509701
1	12	27	52.19133871
1	12	28	52.50610382
1	12	29	52.67165717
1	12	30	52.66660316
1	12	31	52.50426793
1	12	32	52.20530826
1	12	33	51.78182282
1	12	34	51.23632087
1	12	35	50.56211941
1	12	36	49.74616013
1	12	37	48.79267905
1	12	38	47.73558852
1	12	39	46.61199061
1	12	40	45.453406
1	12	41	44.28825934
1	12	42	43.14519857
1	12	43	42.05823464
1	12	44	41.06891245
1	12	45	40.20644813
1	12	46	39.47124233
1	12	47	38.867028
1	12	48	38.42226597
1	12	49	38.16293774
1	12	50	38.07192534
1	12	51	38.11358676
1	12	52	38.27290968
1	12	53	38.55613312
1	12	54	38.95668902
1	12	55	39.43382946
1	12	56	39.93988714
1	12	57	40.43229172
1	12	58	40.86739264
1	12	59	41.21734073
1	12	60	41.482375
1	12	61	41.65786197
1	12	62	41.71787247
1	12	63	41.61780375
1	12	64	41.32010191
1	12	65	40.83191252
1	12	66	40.18968825
1	12	67	39.42137389
1	12	68	38.54210339
1	12	69	37.57000388
1	12	70	36.52701562
1	12	71	35.43451324
1	12	72	34.31506639
1	12	73	33.19347847
1	12	74	32.09932682
1	12	75	31.07617336
1	12	76	30.18287658
1	12	77	29.43862567
1	12	78	28.81471101
1	12	79	28.29369896
1	12	80	27.87609095
1	13	1	64.35793489
1	13	2	63.68363535
1	13	3	62.93680332
1	13	4	62.12033974
1	13	5	61.21660165
1	13	6	60.17839312
1	13	7	58.99688586
1	13	8	57.74043558
1	13	9	56.46962544
1	13	10	55.21888984
1	13	11	54.01216202
1	13	12	52.87146087
1	13	13	51.82155249
1	13	14	50.89679638
1	13	15	50.15473659
1	13	16	49.65745443
1	13	17	49.38464327
1	13	18	49.27560716
1	13	19	49.29517427
1	13	20	49.42667606
1	13	21	49.66222904
1	13	22	49.99656576
1	13	23	50.41841998
1	13	24	50.90368597
1	13	25	51.4176678
1	13	26	51.92117297
1	13	27	52.37159546
1	13	28	52.7167147
1	13	29	52.89372441
1	13	30	52.87580488
1	13	31	52.69089741
1	13	32	52.36531275
1	13	33	51.90875085
1	13	34	51.31934086
1	13	35	50.58636496
1	13	36	49.69788564
1	13	37	48.66035464
1	13	38	47.50626443
1	13	39	46.27655976
1	13	40	45.00858668
1	13	41	43.7353141
1	13	42	42.4886164
1	13	43	41.30685239
1	13	44	40.24487558
1	13	45	39.34429785
1	13	46	38.5940097
1	13	47	37.98538501
1	13	48	37.53293771
1	13	49	37.25071387
1	13	50	37.13324187
1	13	51	37.16278435
1	13	52	37.32583007
1	13	53	37.61449025
1	13	54	38.01273649
1	13	55	38.48844649
1	13	56	39.00204532
1	13	57	39.51122353
1	13	58	39.96656935
1	13	59	40.33609614
1	13	60	40.62497459
1	13	61	40.83134492
1	13	62	40.92618666
1	13	63	40.84545368
1	13	64	40.52127631
1	13	65	39.971976
1	13	66	39.26171549
1	13	67	38.42749007
1	13	68	37.48573391
1	13	69	36.45045048
1	13	70	35.33791492
1	13	71	34.16595869
1	13	72	32.95617582
1	13	73	31.73665621
1	13	74	30.54398218
1	13	75	29.42840123
1	13	76	28.45059722
1	13	77	27.63274659
1	13	78	26.95216246
1	13	79	26.39370897
1	13	80	25.95713808
1	14	1	65.45882515
1	14	2	64.73303402
1	14	3	63.91834117
1	14	4	63.01643688
1	14	5	62.0150244
1	14	6	60.89015055
1	14	7	59.6443201
1	14	8	58.32371709
1	14	9	56.97900632
1	14	10	55.6471494
1	14	11	54.35698306
1	14	12	53.13575284
1	14	13	52.01393107
1	14	14	51.03123795
1	14	15	50.24303213
1	14	16	49.69834104
1	14	17	49.38426912
1	14	18	49.2511624
1	14	19	49.26173032
1	14	20	49.39473831
1	14	21	49.6401481
1	14	22	49.9942812
1	14	23	50.44690652
1	14	24	50.96883219
1	14	25	51.51926655
1	14	26	52.0561595
1	14	27	52.53561729
1	14	28	52.90340799
1	14	29	53.09131945
1	14	30	53.07022997
1	14	31	52.87288768
1	14	32	52.52755991
1	14	33	52.04364211
1	14	34	51.41733588
1	14	35	50.63370551
1	14	36	49.6763533
1	14	37	48.55146931
1	14	38	47.29672068
1	14	39	45.96057632
1	14	40	44.58688494
1	14	41	43.21408333
1	14	42	41.87881934
1	14	43	40.62260294
1	14	44	39.50035947
1	14	45	38.55237481
1	14	46	37.76806128
1	14	47	37.13555684
1	14	48	36.66138456
1	14	49	36.35434916
1	14	50	36.21405773
1	14	51	36.23108667
1	14	52	36.39224327
1	14	53	36.68172246
1	14	54	37.07731304
1	14	55	37.5483975
1	14	56	38.05865339
1	14	57	38.56747186
1	14	58	39.03079655
1	14	59	39.41964028
1	14	60	39.73084807
1	14	61	39.95894708
1	14	62	40.07483088
1	14	63	40.00638408
1	14	64	39.66595988
1	14	65	39.07978685
1	14	66	38.32763085
1	14	67	37.44905328
1	14	68	36.46022762
1	14	69	35.37276653
1	14	70	34.19907913
1	14	71	32.95353472
1	14	72	31.65730821
1	14	73	30.3443702
1	14	74	29.06064597
1	14	75	27.86055797
1	14	76	26.79696662
1	14	77	25.89452655
1	14	78	25.14623793
1	14	79	24.54133157
1	14	80	24.07891951
1	15	1	66.54530075
1	15	2	65.75658853
1	15	3	64.86044349
1	15	4	63.86272157
1	15	5	62.76101664
1	15	6	61.55010705
1	15	7	60.23937773
1	15	8	58.8596172
1	15	9	57.44954546
1	15	10	56.04513514
1	15	11	54.67925213
1	15	12	53.38485927
1	15	13	52.19892259
1	15	14	51.16605487
1	15	15	50.3364003
1	15	16	49.74549274
1	15	17	49.3879254
1	15	18	49.22759315
1	15	19	49.22669422
1	15	20	49.358309
1	15	21	49.60898389
1	15	22	49.97907088
1	15	23	50.46388327
1	15	24	51.02539021
1	15	25	51.61276331
1	15	26	52.17982517
1	15	27	52.67954395
1	15	28	53.05673711
1	15	29	53.25300306
1	15	30	53.24282527
1	15	31	53.04597851
1	15	32	52.68821488
1	15	33	52.18241066
1	15	34	51.5270884
1	15	35	50.70370726
1	15	36	49.6823899
1	15	37	48.46483339
1	15	38	47.10434083
1	15	39	45.66130674
1	15	40	44.18505129
1	15	41	42.71966866
1	15	42	41.30833834
1	15	43	39.99430856
1	15	44	38.82027783
